type,quality,fixed acidity,volatile acidity,citric acid,pH,sulphates,alcohol
white,6,8.4,0.2,0.38,3.34,0.82,8.9
white,6,7,0.28,0.33,3.34,0.67,8.8
white,6,8.4,0.2,0.38,3.34,0.82,8.9
white,6,8.4,0.2,0.38,3.34,0.82,8.9
white,6,7.3,0.18,0.31,3.13,0.46,9
white,5,6.8,0.31,0.09,3.19,0.46,10
white,5,6.7,0.31,0.08,3.18,0.46,10
white,6,7.6,0.17,0.35,3.36,0.69,11.1
white,6,7.4,0.3,0.22,3.13,0.45,11.6
white,6,7.4,0.26,0.31,3.42,0.68,10.6
white,6,7,0.28,0.33,3.34,0.67,8.8
white,6,8.4,0.2,0.38,3.34,0.82,8.9
white,6,5.6,0.18,0.31,3.34,0.58,10.1
white,5,7.2,0.15,0.39,3.52,0.47,10
white,7,8,0.4,0.33,3.18,0.41,12.2
white,6,7,0.25,0.56,3.23,0.53,11
white,5,7.2,0.15,0.39,3.52,0.47,10
white,5,6.8,0.18,0.46,3.37,0.45,11.1
white,6,6.6,0.32,0.22,3.22,0.67,10.4
white,5,9,0.55,0.3,2.94,0.36,11.8
white,6,6.9,0.19,0.39,3.11,0.66,10.8
white,7,6.3,0.41,0.33,3.3,0.38,12.5
white,5,9,0.55,0.3,2.94,0.36,11.8
white,7,7,0.2,0.34,3.25,0.46,11.6
white,6,6.6,0.32,0.22,3.22,0.67,10.4
white,6,7.7,0.26,0.34,3.19,0.7,11.5
white,6,6.3,0.21,0.28,3.23,0.42,10.1
white,6,7.6,0.34,0.39,3.11,0.53,9.2
white,6,6.3,0.21,0.28,3.23,0.42,10.1
white,5,8,0.43,0.4,3.07,0.64,9.2
white,5,7.5,0.3,0.71,3.08,0.42,8.9
white,5,6.4,0.26,0.4,3.09,0.54,10.1
white,5,6.9,0.32,0.15,3.13,0.45,8.9
white,6,8.9,0.21,0.34,3.1,0.45,9.7
white,6,7.6,0.34,0.39,3.11,0.53,9.2
white,6,9.5,0.42,0.41,3.06,0.52,11
white,5,7.6,0.29,0.26,3.14,0.47,10.7
white,6,6.5,0.25,0.2,3.24,0.54,10.8
white,5,7.2,0.23,0.33,3.41,0.4,9.8
white,5,7.9,0.35,0.36,3.25,0.48,11
white,5,8.8,0.2,0.28,2.97,0.35,10.4
white,6,5.7,0.27,0.32,3.8,0.41,10.2
white,5,7.6,0.29,0.26,3.14,0.47,10.7
white,5,5.5,0.14,0.27,3.34,0.44,9
white,5,8.7,0.24,0.35,3.08,0.38,10.6
white,6,6.7,0.3,0.45,3.22,0.59,9.5
white,5,5.5,0.14,0.27,3.34,0.44,9
white,6,5.6,0.13,0.27,3.34,0.45,9.2
white,6,7.4,0.18,0.34,2.97,0.53,11
white,6,5.7,0.385,0.04,3.28,0.63,9.9
white,5,8.7,0.24,0.35,3.08,0.38,10.6
white,5,8.3,0.33,0.43,3.38,0.47,9.3
white,5,6.8,0.34,0.44,3.14,0.41,9.6
white,5,6.8,0.33,0.44,3.14,0.42,9.5
white,7,6.3,0.28,0.24,3.39,0.57,9.7
white,3,11.8,0.23,0.38,2.93,0.55,9.7
white,5,6.8,0.21,0.27,3.3,0.36,8.7
white,5,6.8,0.21,0.27,3.3,0.36,8.7
white,5,8.6,0.485,0.29,3.01,0.38,12.4
white,5,8.6,0.485,0.29,3.01,0.38,12.4
white,6,7.3,0.29,0.29,3.07,0.26,10.6
white,5,6.8,0.21,0.27,3.3,0.36,8.7
white,7,6.7,0.31,0.31,3.36,0.82,12
white,5,7.3,0.29,0.37,3.12,0.47,9
white,5,5.7,0.46,0.46,3.13,0.47,8.8
white,5,6.8,0.28,0.44,3.22,0.56,9.5
white,6,6.7,0.23,0.33,3.32,0.4,10.8
white,5,6.9,0.17,0.25,3.16,0.48,11.4
white,5,7.6,0.18,0.36,3.6,0.46,10.3
white,6,6.6,0.22,0.28,3.3,0.75,9.5
white,5,7.8,0.27,0.28,3.15,0.44,9.9
white,5,7.7,0.28,0.29,3.16,0.39,10.2
white,5,7.6,0.29,0.29,3.16,0.39,10.2
white,6,5.7,0.32,0.18,3.44,0.37,11
white,7,7.1,0.33,0.25,3.22,0.34,12.1
white,6,7.3,0.34,0.3,3.26,0.51,9.1
white,6,6.5,0.19,0.26,3.26,0.68,9.5
white,5,6.6,0.23,0.27,3.27,0.76,9.5
white,5,6.6,0.27,0.29,3.31,0.79,9.8
white,6,6.6,0.22,0.28,3.3,0.75,9.5
white,5,7.6,0.18,0.36,3.6,0.46,10.3
white,5,6.8,0.36,0.32,3.3,0.67,9.6
white,6,7,0.22,0.39,3.52,0.54,10.2
white,6,5.9,0.17,0.3,3.68,0.72,10.5
white,4,7.4,0.45,0.32,3.32,0.41,10.4
white,5,6.8,0.36,0.32,3.3,0.67,9.6
white,5,7.5,0.42,0.14,3.22,0.33,10.7
white,6,7.5,0.33,0.32,3.15,0.34,10.5
white,5,9.4,0.3,0.32,2.85,0.42,10.6
white,6,7.9,0.17,0.32,3.29,0.76,9.6
white,6,7.9,0.17,0.32,3.29,0.76,9.6
white,5,8.2,0.17,0.32,3.14,0.58,9.5
white,6,8.3,0.17,0.31,3.12,0.58,9.4
white,6,8.7,0.15,0.3,3.22,0.38,9.8
white,6,7.9,0.17,0.32,3.29,0.76,9.6
white,5,7.2,0.25,0.19,3.16,0.44,9.2
white,5,7.2,0.24,0.19,3.17,0.38,9.5
white,5,5.3,0.76,0.03,3.34,0.38,9.2
white,5,6.6,0.22,0.53,2.94,0.35,9.4
white,5,6.6,0.22,0.53,2.94,0.35,9.4
white,5,8.4,0.28,0.4,3.4,0.46,9.3
white,5,6.8,0.32,0.34,3.19,0.4,9.1
white,5,6.7,0.24,0.33,3.36,0.4,9.5
white,6,7.4,0.18,0.36,3.42,0.35,9.1
white,5,6,0.16,0.3,3.63,0.46,10.6
white,5,6.7,0.24,0.33,3.36,0.4,9.5
white,6,6.8,0.28,0.35,3.19,0.56,12.4
white,5,6.2,0.34,0.3,3.18,0.49,8.7
white,5,6,0.27,0.15,3.12,0.45,8.8
white,5,6,0.16,0.3,3.63,0.46,10.6
white,5,6.8,0.32,0.34,3.19,0.4,9.1
white,5,8.5,0.24,0.47,3.02,0.66,9
white,6,8.1,0.24,0.33,3.16,0.48,10.3
white,6,7.4,0.18,0.36,3.42,0.35,9.1
white,6,7.7,0.23,0.31,3.12,0.55,9.5
white,5,6.5,0.22,0.25,3.3,0.37,8.8
white,5,6.5,0.22,0.25,3.3,0.37,8.8
white,5,6.5,0.22,0.25,3.3,0.37,8.8
white,5,5.7,0.33,0.15,3.38,0.62,9.9
white,6,7.7,0.23,0.31,3.12,0.55,9.5
white,5,6.5,0.22,0.25,3.3,0.37,8.8
white,4,6.8,0.2,0.27,3.14,0.37,11.7
white,5,7.7,0.26,0.32,3.21,0.56,10.8
white,6,6.4,0.2,0.32,3.43,0.42,12
white,4,8,0.16,0.36,3.2,0.39,10.3
white,5,6.8,0.25,0.27,3.05,0.38,9
white,7,7.7,0.39,0.28,3.19,0.58,12.2
white,5,6.9,0.26,0.33,3.39,0.38,9.9
white,5,6.8,0.25,0.27,3.05,0.38,9
white,7,7.7,0.39,0.28,3.19,0.58,12.2
white,5,6,0.28,0.22,3.2,0.46,10.1
white,5,6.5,0.43,0.28,3.31,0.55,9.3
white,5,9.1,0.33,0.38,3.1,0.7,9.5
white,6,5.9,0.5,0.05,3.43,0.5,9.2
white,5,6.8,0.28,0.39,3.27,0.72,11.7
white,5,7,0.35,0.24,3.35,0.38,11
white,6,7.1,0.22,0.32,3.37,0.38,9.6
white,6,7.1,0.22,0.32,3.37,0.38,9.6
white,6,8.3,0.24,0.27,2.99,0.68,11.9
white,6,6.8,0.26,0.32,3.25,0.52,10.8
white,5,7.2,0.16,0.26,3.38,0.55,10.1
white,6,7.9,0.18,0.36,3.25,0.52,10.9
white,5,7.2,0.16,0.26,3.38,0.55,10.1
white,5,5.5,0.24,0.32,3.27,0.31,10.4
white,5,7.1,0.33,0.64,3.05,0.39,9.2
white,5,7.7,0.28,0.35,3.27,0.5,9.6
white,5,7.7,0.28,0.35,3.27,0.5,9.6
white,5,7.5,0.26,0.52,3.1,0.46,9
white,7,6.5,0.14,0.32,3.4,0.74,11.5
white,6,8.2,0.21,0.32,3.17,0.48,10.2
white,6,7.2,0.2,0.31,3.4,0.42,9.9
white,6,7.2,0.115,0.3,3.44,0.4,9.6
white,5,6.4,0.29,0.2,3.1,0.54,10.6
white,5,7.1,0.33,0.64,3.05,0.39,9.2
white,6,6.8,0.24,0.34,3.24,0.46,11.8
white,6,7,0.24,0.34,3.18,0.43,12.2
white,5,7.7,0.28,0.35,3.27,0.5,9.6
white,6,7,0.22,0.33,3.2,0.41,10.6
white,6,7.5,0.18,0.39,3.27,0.45,10.3
white,4,9.8,0.93,0.45,3.12,0.59,10.2
white,5,7.8,0.29,0.33,3.11,0.46,10.7
white,4,7.9,0.28,0.32,3.05,0.31,11.7
white,6,8.5,0.25,0.27,3.01,0.33,12
white,6,7.4,0.18,0.27,3.52,0.66,10.6
white,4,6.3,0.24,0.37,3.3,0.34,12.2
white,6,6,0.33,0.38,3.47,0.48,11
white,7,6.8,0.37,0.28,3.23,0.46,12.4
white,6,9.9,0.49,0.23,2.77,0.44,9.4
white,6,8.5,0.25,0.27,3.01,0.33,12
white,5,8.4,0.22,0.28,2.96,0.35,11.6
white,5,7,0.35,0.31,3.18,0.47,9.4
white,5,7,0.35,0.31,3.18,0.47,9.4
white,7,7.4,0.19,0.3,3.14,0.49,9.1
white,7,7.4,0.19,0.3,3.14,0.49,9.1
white,7,7.4,0.19,0.3,3.14,0.49,9.1
white,7,7.4,0.19,0.3,3.14,0.49,9.1
white,7,7.4,0.19,0.3,3.14,0.49,9.1
white,5,6.9,0.32,0.13,3.23,0.37,9.2
white,5,7.6,0.32,0.58,3.15,0.54,9.2
white,7,7.4,0.19,0.3,3.14,0.49,9.1
white,7,7.4,0.19,0.3,3.14,0.49,9.1
white,5,6.9,0.32,0.13,3.23,0.37,9.2
white,7,6,0.34,0.24,3.25,0.44,9
white,5,7.6,0.32,0.58,3.15,0.54,9.2
white,6,7.7,0.24,0.31,3.22,0.55,10.8
white,6,8,0.36,0.43,3.4,0.46,9.5
white,6,7.4,0.29,0.25,3.11,0.4,11
white,5,6.6,0.32,0.27,3.24,0.47,10
white,5,6.3,0.3,0.24,3.22,0.47,9.5
white,6,6.4,0.33,0.24,3.29,0.47,10.1
white,7,7.5,0.18,0.31,3.19,0.44,9.5
white,5,6.5,0.39,0.81,3.08,0.53,9.5
white,5,6.8,0.25,0.18,3.11,0.42,9.5
white,6,6.4,0.18,0.32,3.35,0.49,9.4
white,6,7.1,0.18,0.32,2.92,0.54,9.4
white,6,7.6,0.27,0.42,3.31,0.51,12.7
white,5,9.2,0.23,0.35,3.09,0.32,9.7
white,6,7.9,0.28,0.41,3.27,0.51,9.7
white,6,7.1,0.18,0.32,2.92,0.54,9.4
white,6,6.4,0.18,0.32,3.35,0.49,9.4
white,5,6.8,0.25,0.18,3.11,0.42,9.5
white,6,7,0.22,0.26,3.1,0.38,11.7
white,6,7.3,0.18,0.29,3.09,0.37,11.7
white,5,7.1,0.26,0.19,3.16,0.52,9.7
white,6,6.6,0.25,0.42,3.24,0.52,9.5
white,5,6.4,0.24,0.23,3.25,0.53,9.1
white,6,6,0.28,0.27,3.23,0.67,10.3
white,5,7.1,0.26,0.19,3.16,0.52,9.7
white,5,7.8,0.24,0.38,3.21,0.55,9.9
white,5,7.6,0.27,0.33,3.22,0.56,9.9
white,5,7.7,0.39,0.34,3.26,0.6,10.2
white,6,8.9,0.24,0.33,3,0.37,12.1
white,7,6.6,0.23,0.24,3.15,0.64,11.3
white,5,7.1,0.26,0.3,3.19,0.49,11.4
white,6,7,0.32,0.35,3.17,0.64,12.2
white,7,7.4,0.24,0.26,3.18,0.5,9.9
white,6,6.9,0.21,0.33,3.63,0.78,10.3
white,6,7,0.32,0.35,3.17,0.64,12.2
white,6,7.4,0.17,0.29,3.52,0.65,10.4
white,5,7.1,0.26,0.3,3.19,0.49,11.4
white,6,8.5,0.28,0.34,3.13,0.4,9.9
white,5,7.8,0.3,0.37,3.32,0.62,10
white,6,8.1,0.25,0.38,3.21,0.38,11.5
white,6,7.7,0.28,0.29,3.44,0.6,10.5
white,7,6.5,0.24,0.36,3.28,0.36,12.5
white,6,7,0.22,0.32,2.98,0.44,10.5
white,6,8.5,0.28,0.34,3.13,0.4,9.9
white,7,8,0.45,0.28,3.06,0.47,11.4
white,6,6.9,0.23,0.33,3.42,0.42,9.8
white,7,8,0.45,0.28,3.06,0.47,11.4
white,4,7.6,0.23,0.26,3.03,0.44,9.2
white,5,7.7,0.28,0.58,3.08,0.46,8.9
white,5,7.7,0.27,0.61,3.07,0.46,8.9
white,7,7.1,0.2,0.36,2.92,0.59,9.5
white,6,6.9,0.25,0.35,3.21,0.36,11.5
white,7,7.1,0.2,0.36,2.92,0.59,9.5
white,6,6.9,0.25,0.35,3.21,0.36,11.5
white,6,8.4,0.2,0.31,2.96,0.45,9.5
white,5,6.5,0.39,0.35,3.35,0.51,9.7
white,5,7.2,0.23,0.38,3.17,0.79,9.7
white,6,6.9,0.44,0.42,3.32,0.46,9.5
white,5,7.1,0.28,0.19,3.16,0.5,9.4
white,4,6.4,0.34,0.2,3.13,0.45,9
white,6,6.1,0.15,0.29,3.6,0.44,10.6
white,6,6.9,0.44,0.42,3.32,0.46,9.5
white,5,7.2,0.29,0.18,3.16,0.49,9.1
white,5,7.1,0.28,0.19,3.16,0.5,9.4
white,5,6.1,0.23,0.45,3.05,0.54,8.8
white,5,6.7,0.23,0.42,3.54,0.74,10.4
white,5,7,0.36,0.14,3.13,0.51,8.9
white,7,7.5,0.31,0.24,3.16,0.38,10.6
white,4,6.4,0.34,0.2,3.13,0.45,9
white,6,6.1,0.15,0.29,3.6,0.44,10.6
white,6,7.4,0.2,0.29,3.28,0.45,10.6
white,5,6.3,0.27,0.18,3.23,0.47,9
white,6,9.2,0.34,0.54,3.08,0.61,8.8
white,7,7.4,0.18,0.29,3.54,0.6,10.5
white,5,7.2,0.29,0.2,3.16,0.52,9.5
white,5,6.3,0.27,0.18,3.23,0.47,9
white,6,6.2,0.26,0.19,3.14,0.43,10.4
white,6,7.3,0.21,0.21,3.38,0.46,10
white,5,7.1,0.14,0.35,2.97,0.68,10.4
white,6,7.2,0.39,0.54,3.11,0.53,9
white,5,7.6,0.48,0.28,3.24,0.45,9.3
white,6,7.2,0.39,0.54,3.11,0.53,9
white,5,7.6,0.48,0.28,3.24,0.45,9.3
white,6,6.5,0.36,0.31,3.18,0.45,9
white,6,8.5,0.25,0.31,3.06,0.44,11.5
white,5,6.9,0.3,0.21,3.11,0.48,9
white,6,6.6,0.19,0.43,3.52,0.77,10.4
white,5,6.9,0.3,0.21,3.11,0.48,9
white,5,9.4,0.42,0.32,3.08,0.43,10.6
white,6,6.6,0.19,0.43,3.52,0.77,10.4
white,6,6.3,0.2,0.3,3.47,0.4,8.5
white,6,8.5,0.19,0.56,3.07,0.67,9.3
white,7,7.3,0.19,0.25,3.53,0.66,10.5
white,6,6.7,0.25,0.26,3.39,0.46,9.9
white,6,6.2,0.25,0.28,3.4,0.42,10.4
white,5,6.1,0.46,0.32,3.35,0.47,10.1
white,7,7.3,0.19,0.25,3.53,0.66,10.5
white,4,7.5,0.29,0.26,3.04,0.49,9.2
white,6,6.7,0.31,0.18,3.17,0.44,9.4
white,6,7.4,0.14,0.3,3.53,0.39,10.6
white,6,6.7,0.31,0.18,3.17,0.44,9.4
white,5,7.1,0.4,0.52,3.08,0.56,8.7
white,6,6.4,0.16,0.25,3.61,0.54,10.2
white,6,6.3,0.16,0.22,3.61,0.55,10.3
white,5,7.4,0.33,0.26,3.06,0.68,9.5
white,5,7.4,0.33,0.26,3.06,0.68,9.5
white,5,7.4,0.33,0.26,3.06,0.68,9.5
white,5,7.4,0.33,0.26,3.06,0.68,9.5
white,5,6.6,0.41,0.24,3.17,0.49,9.4
white,5,6.7,0.43,0.23,3.17,0.49,9.4
white,5,7.4,0.33,0.26,3.06,0.68,9.5
white,7,7.3,0.4,0.28,3.16,0.58,12.6
white,7,7.4,0.18,0.24,3.52,0.64,10.5
white,6,8.6,0.17,0.28,3.1,0.56,10.8
white,6,6.5,0.32,0.23,3.18,0.46,9.9
white,7,7.3,0.4,0.28,3.16,0.58,12.6
white,7,7,0.32,0.31,3.38,0.58,12.2
white,6,7.5,0.42,0.19,3.23,0.37,10
white,7,6.9,0.28,0.31,3.29,0.57,10.6
white,6,6.5,0.29,0.42,3.24,0.53,9.5
white,8,6.3,0.41,0.18,3.34,0.54,12.8
white,7,7,0.32,0.31,3.38,0.58,12.2
white,7,7.3,0.3,0.33,3.34,0.44,12.6
white,5,6.6,0.22,0.28,3.45,0.45,9.4
white,5,6,0.26,0.18,3.21,0.43,9
white,5,6.9,0.44,0.18,3.23,0.48,9.1
white,6,7.5,0.42,0.2,3.06,0.4,9.4
white,7,7,0.36,0.3,3.33,0.42,12.2
white,5,5.6,0.295,0.2,3.21,0.68,10
white,5,6.8,0.21,0.55,2.93,0.44,9.2
white,5,9.4,0.28,0.3,3.11,0.49,9.3
white,6,8.1,0.28,0.34,3.14,0.5,9.8
white,5,6.8,0.21,0.55,2.93,0.44,9.2
white,7,7,0.22,0.26,3.34,0.41,12
white,5,9.4,0.28,0.3,3.11,0.49,9.3
white,7,6.8,0.32,0.3,3.33,0.63,12.6
white,6,7,0.19,0.33,3.31,0.38,12.2
white,6,7.7,0.42,0.38,3.4,0.58,11
white,7,7.4,0.2,0.31,3.25,0.39,12
white,5,7.5,0.24,0.62,3.16,0.44,8.8
white,4,7.5,0.26,0.59,3.17,0.46,8.9
white,7,6.6,0.4,0.32,3.59,0.48,12.7
white,6,8,0.2,0.3,3.1,0.67,11.8
white,5,4.6,0.445,0,3.79,0.55,10.2
white,6,6.1,0.41,0.04,3.24,0.61,9.9
white,6,7.6,0.2,0.34,3.35,0.66,11.1
white,5,6.9,0.3,0.21,3.22,0.48,9.4
white,6,7,0.35,0.17,3.13,0.36,9.7
white,5,6.9,0.35,0.55,3.11,0.29,9.7
white,6,7,0.35,0.17,3.13,0.36,9.7
white,5,6.9,0.35,0.55,3.11,0.29,9.7
white,5,7.6,0.3,0.4,3.19,0.53,9.8
white,6,7.5,0.38,0.29,3.25,0.59,9.3
white,5,7.5,0.3,0.32,2.95,0.42,10.5
white,6,6.3,0.4,0.32,3.47,0.59,9.3
white,8,6.8,0.37,0.28,3.45,0.6,12.6
white,5,7.5,0.23,0.35,3.44,0.43,8.9
white,5,8.3,0.27,0.34,3.18,0.51,10.3
white,5,6.8,0.26,0.22,3.29,0.67,10.6
white,4,6.5,0.28,0.35,3.15,0.57,9
white,5,7.2,0.34,0.3,3.48,0.62,9.7
white,6,7,0.23,0.26,3.22,0.55,9.5
white,6,7.7,0.29,0.29,3.49,0.59,10.3
white,5,7.2,0.34,0.3,3.48,0.62,9.7
white,8,7.7,0.4,0.27,3.21,0.59,12.3
white,5,6.7,0.17,0.27,3.4,0.52,10.5
white,6,7,0.23,0.26,3.22,0.55,9.5
white,6,8.1,0.24,0.26,3.11,0.49,10
white,4,7.7,0.28,0.63,3.08,0.44,8.8
white,6,7.5,0.23,0.29,3,0.54,10.9
white,6,8.3,0.26,0.31,2.95,0.77,12.2
white,5,7.9,0.46,0.4,3.06,0.62,9.5
white,5,7.9,0.31,0.22,3.47,0.59,10
white,6,7.9,0.25,0.34,3.11,0.57,9.6
white,6,6.1,0.28,0.16,3.13,0.46,8.7
white,7,7,0.18,0.26,3.39,0.48,10.7
white,6,6.5,0.21,0.28,3.43,0.48,11.1
white,7,7.6,0.48,0.33,3.25,0.45,12.5
white,6,7.1,0.34,0.32,3.3,0.5,10.4
white,5,8.9,0.21,0.37,3.2,0.37,11.5
white,5,7.4,0.32,0.27,3.05,0.66,9.4
white,5,6,0.495,0.27,3.03,0.36,9.3
white,6,8.1,0.25,0.34,3.17,0.49,10.1
white,5,8.2,0.25,0.46,3.28,0.58,9.7
white,6,6.5,0.18,0.29,3.49,0.5,10.5
white,5,6.7,0.24,0.26,3.42,0.42,9.7
white,5,6.6,0.32,0.24,3.59,0.51,9.2
white,5,7.6,0.32,0.35,3.19,0.44,9.8
white,5,7.4,0.33,0.44,3.12,0.52,9
white,6,7.2,0.3,0.3,3.15,0.49,9.1
white,6,7.4,0.34,0.3,3.25,0.37,10.4
white,6,6.1,0.16,0.29,3.68,0.46,10.7
white,7,6.3,0.1,0.24,3.59,0.49,10.5
white,5,6.2,0.45,0.73,3.21,0.43,9.2
white,4,6,0.33,0.18,3.28,0.4,11.5
white,3,7.6,0.48,0.37,3.05,0.54,10.4
white,6,7.2,0.2,0.3,3.3,0.41,12
white,6,7,0.32,0.29,3.38,0.43,12.2
white,6,7.2,0.2,0.3,3.3,0.41,12
white,6,7,0.22,0.29,3.29,0.46,9.8
white,5,9.4,0.23,0.56,3.1,0.51,9.3
white,4,6.4,0.27,0.19,3.49,0.63,9.6
white,4,6.4,0.27,0.19,3.49,0.64,9.5
white,6,7,0.23,0.42,3.5,0.59,10.2
white,8,6.9,0.15,0.28,3.24,0.46,10.4
white,6,6.7,0.26,0.29,3.28,0.53,11
white,8,6.9,0.15,0.28,3.24,0.46,10.4
white,5,7.6,0.2,0.68,3.05,0.41,8.7
white,4,6.9,0.3,0.29,3.29,0.54,9.9
white,4,6.9,0.3,0.3,3.29,0.54,9.9
white,4,7.6,0.21,0.35,3.06,0.45,11.3
white,8,6.8,0.46,0.26,3.38,0.51,12
white,8,7,0.28,0.26,3.43,0.5,10.7
white,6,6.5,0.24,0.29,3.13,0.7,10.1
white,7,6.4,0.17,0.34,3.25,0.49,9.6
white,6,6.4,0.17,0.34,3.25,0.49,9.6
white,5,6.3,0.695,0.55,3.29,0.49,8.7
white,5,7,0.27,0.29,3.54,0.59,10.3
white,5,8.4,0.3,0.25,2.98,0.66,9.1
white,6,6.5,0.19,0.27,3.17,0.41,11.8
white,6,8,0.36,0.39,3.15,0.49,11.9
white,6,6.1,0.16,0.24,3.66,0.57,10.3
white,4,9.2,0.19,0.42,3.09,0.66,10
white,4,9.2,0.16,0.49,3.1,0.53,10.2
white,6,8,0.26,0.28,3.12,0.56,10
white,6,8.8,0.33,0.36,2.96,0.98,12.7
white,5,9.8,0.16,0.46,3.04,0.67,9.6
white,5,6.6,0.23,0.18,3.16,0.49,9.5
white,6,7.9,0.44,0.26,3.17,0.52,12.7
white,6,7.6,0.31,0.27,3.34,0.54,11
white,5,7.5,0.705,0.1,3.1,0.5,9.1
white,4,7.1,0.21,0.28,3.35,0.64,10.2
white,6,7,0.16,0.26,3.38,0.58,10.1
white,6,8,0.27,0.25,3.05,0.5,9.2
white,4,6.3,0.38,0.17,3.47,0.66,9.4
white,4,7.1,0.21,0.28,3.35,0.64,10.2
white,4,6.2,0.38,0.18,3.53,0.71,9.2
white,5,8.2,0.24,0.3,2.98,0.5,10
white,6,7,0.16,0.26,3.38,0.58,10.1
white,5,7.3,0.815,0.09,3.15,0.46,9
white,5,6.3,0.41,0.16,3.16,0.42,9.5
white,5,6.1,0.36,0.41,3.39,0.53,9.1
white,7,8.1,0.4,0.32,3.05,0.46,13.3
white,5,6.8,0.26,0.43,3.26,0.55,9.5
white,5,6.2,0.44,0.18,3.56,0.72,9.2
white,6,7.2,0.24,0.29,3.36,0.68,10.1
white,5,6.2,0.44,0.18,3.56,0.72,9.2
white,6,7.2,0.24,0.29,3.36,0.68,10.1
white,6,7.3,0.22,0.26,3.27,0.48,11.2
white,6,8.1,0.34,0.28,3.14,0.55,9.8
white,6,7.3,0.22,0.26,3.27,0.48,11.2
white,6,8.1,0.34,0.28,3.14,0.55,9.8
white,5,6.4,0.28,0.17,3.22,0.46,9.4
white,5,6.3,0.29,0.14,3.23,0.42,9
white,5,6.4,0.27,0.17,3.21,0.47,9.4
white,6,7.4,0.35,0.2,3.11,0.5,8.9
white,6,8.3,0.28,0.27,3.02,0.56,9.1
white,4,6.4,0.35,0.35,3.17,0.5,9.8
white,5,6.9,0.43,0.28,3.17,0.43,9.4
white,6,8,0.26,0.28,3.13,0.5,10
white,5,6.9,0.43,0.28,3.17,0.43,9.4
white,6,7.3,0.27,0.37,3.48,0.75,9.9
white,5,6.8,0.46,0.26,3.14,0.47,10
white,6,7.2,0.2,0.28,3.17,1.06,11.5
white,5,7.6,0.285,0.32,3,0.45,9.2
white,5,6.6,0.32,0.33,3.15,0.6,10
white,5,7.6,0.285,0.32,3,0.45,9.2
white,5,6.6,0.34,0.34,3.15,0.61,10
white,5,6.6,0.32,0.33,3.15,0.6,10
white,6,6.5,0.27,0.26,3.43,0.64,9.8
white,6,6.6,0.26,0.27,3.36,0.62,10.5
white,6,6.7,0.27,0.26,3.45,0.63,10.6
white,5,6.6,0.56,0.15,3.28,0.52,9.4
white,5,6.6,0.56,0.15,3.28,0.52,9.4
white,7,7.3,0.19,0.27,3.38,0.54,11
white,6,6.3,0.2,0.26,3.53,0.56,10.8
white,5,7.1,0.29,0.3,3.3,0.67,9
white,6,7.8,0.32,0.33,3.07,0.58,9.6
white,6,8.1,0.33,0.36,3.19,0.54,10.6
white,6,8.1,0.33,0.36,3.19,0.54,10.6
white,6,7.8,0.32,0.33,3.07,0.58,9.6
white,5,6.6,0.33,0.24,3.08,0.52,9.2
white,5,6.6,0.33,0.24,3.08,0.52,9.2
white,5,8.2,0.26,0.33,2.89,0.49,9.5
white,5,8.3,0.25,0.33,2.89,0.48,9.5
white,7,7,0.26,0.26,3.47,0.58,10.3
white,5,6,0.26,0.15,3.08,0.46,8.8
white,5,7.5,0.28,0.78,2.98,0.44,8.7
white,5,7.5,0.27,0.79,2.98,0.44,8.7
white,6,7,0.28,0.32,3.2,0.62,10.2
white,6,5.2,0.16,0.34,3.25,0.51,10.1
white,5,6.8,0.34,0.1,3.21,0.41,9.5
white,5,7.6,0.25,0.34,3.1,0.51,9.5
white,7,5.6,0.35,0.4,3.54,0.5,11.6
white,6,8.8,0.24,0.23,3.13,0.4,10.7
white,6,6,0.29,0.21,3.11,0.54,10.1
white,7,6.1,0.27,0.31,3.32,0.44,11.1
white,5,7.4,0.56,0.09,3.22,0.53,9.8
white,6,6.8,0.29,0.49,3.08,0.49,9
white,7,6.1,0.27,0.31,3.32,0.44,11.1
white,6,6.3,0.27,0.37,3.19,0.48,9.5
white,6,6.6,0.24,0.3,3.37,0.49,9.4
white,5,6.8,0.32,0.3,3.24,0.61,10.2
white,6,6.4,0.37,0.37,3.1,0.5,9.8
white,6,6.2,0.26,0.37,3.19,0.48,9.5
white,6,6.3,0.27,0.37,3.19,0.48,9.5
white,5,6.4,0.3,0.16,3.17,0.49,9
white,6,8,0.28,0.32,3.1,0.55,10.1
white,5,6.7,0.24,0.32,3.02,0.45,8.8
white,6,7.9,0.27,0.27,2.97,0.51,11.9
white,6,7.9,0.27,0.27,2.97,0.51,11.9
white,6,6.1,0.28,0.24,3.19,0.44,9.3
white,6,7.7,0.39,0.49,3.33,0.76,10
white,5,6,0.2,0.24,3.21,0.43,9.5
white,6,6.1,0.28,0.24,3.19,0.44,9.3
white,4,7.6,0.31,0.23,3.16,0.5,9.7
white,4,7.6,0.31,0.23,3.16,0.5,9.7
white,5,6.3,0.18,0.22,3.19,0.48,10.2
white,5,8.6,0.23,0.25,3.11,0.4,10.8
white,5,6.8,0.21,0.36,3.27,0.48,8.8
white,5,6.8,0.21,0.36,3.27,0.48,8.8
white,6,6.9,0.26,0.31,3.32,0.49,11.4
white,5,6.8,0.21,0.36,3.27,0.48,8.8
white,5,6.4,0.31,0.4,3.14,0.52,9.8
white,4,8.6,0.34,0.36,3.17,0.47,9.4
